,Highest_1,Lowest_1,Median_1,Mean_(rounded)_1,most_uncommon_1,Highest_2,Lowest_2,Median_2,Mean_(rounded)_2,most_common_2
2227,2,5,8,9,8,0,5,5,9,2
2228,3,3,8,9,7,0,2,1,9,8
2229,1,4,2,9,4,1,9,1,9,6
2230,3,6,8,8,1,1,8,4,8,8
2231,3,7,8,9,3,1,9,4,9,2
2232,0,9,7,9,7,1,7,4,9,6
2233,2,9,8,9,2,0,2,3,9,8
2234,3,6,9,9,2,0,9,1,9,8
2235,4,7,1,9,2,1,7,1,9,4
2236,1,8,6,9,9,0,9,4,8,2
2237,2,1,2,9,8,1,4,4,9,6
2238,2,9,8,9,4,0,5,5,9,2
2239,2,9,9,9,9,1,3,8,9,3
2240,4,7,2,9,8,1,8,4,8,9
2241,2,7,8,9,3,1,3,4,9,2
2242,1,9,9,9,2,1,4,8,9,5
2243,1,9,8,9,4,0,2,4,9,3
2244,0,6,6,9,1,0,5,1,9,2
2245,2,6,8,9,9,1,4,4,9,3
2246,3,2,8,9,6,0,9,3,9,6
2247,2,9,9,9,8,1,3,4,9,2
2248,3,7,5,9,5,0,2,8,9,9
2249,2,8,8,9,7,1,9,4,8,9
2250,4,8,9,8,3,0,9,8,9,2
2251,4,5,3,9,7,1,6,2,9,2
2252,4,7,9,8,4,0,9,1,9,4
2253,1,7,8,9,2,0,9,4,9,3
2254,2,3,2,9,3,1,8,1,8,6
2255,0,2,6,9,3,0,6,1,9,4
2256,0,9,1,9,8,0,2,4,9,2
2257,4,4,2,9,4,1,7,4,9,5
2258,1,8,8,8,9,1,2,4,9,3
2259,0,4,1,9,6,0,8,4,9,1
2260,2,3,8,8,9,1,2,4,9,2
2261,2,6,9,9,9,0,4,8,9,2
2262,4,2,7,9,4,1,6,2,9,8
2263,0,3,6,8,1,1,9,4,9,3
2264,0,6,9,9,5,1,5,3,9,7
2265,3,3,8,9,5,1,9,4,9,4
2266,3,6,1,9,6,0,9,2,9,3
2267,3,6,1,9,9,1,8,3,9,5
2268,2,4,5,9,7,0,2,1,9,2
2269,2,8,8,9,8,1,2,4,9,7
2270,1,6,5,9,0,0,2,5,9,0
2271,3,3,9,9,2,1,8,4,9,9
2272,4,2,7,9,1,0,7,1,9,2
2273,4,7,8,9,9,0,9,4,8,7
2274,1,2,9,9,7,0,8,2,9,3
2275,3,7,8,9,1,0,7,4,9,8
2276,2,2,6,9,2,1,5,2,9,7
2277,3,3,3,8,1,1,2,2,9,2
2278,4,3,1,9,3,0,5,4,8,2
2279,0,6,9,8,5,1,8,3,9,2
2280,4,5,9,9,2,0,9,4,9,0
2281,1,5,8,9,6,1,9,1,8,0
2282,4,9,1,9,6,0,8,4,8,2
2283,4,2,8,9,8,0,6,4,9,2
2284,2,7,3,9,7,1,2,1,9,9
2285,2,2,8,9,8,0,8,2,9,4
2286,2,8,1,8,8,1,2,8,9,4
2287,4,4,7,9,6,0,9,5,9,2
2288,4,1,8,8,8,0,9,4,9,4
2289,2,7,8,8,8,1,6,4,8,7
2290,3,4,9,9,4,1,8,1,9,5
2291,1,9,8,9,0,1,3,5,9,5
2292,2,8,9,9,3,0,8,8,9,1
2293,2,8,3,9,5,0,3,4,9,7
2294,3,4,1,9,9,0,2,4,9,7
2295,3,7,2,9,2,0,7,4,9,3
2296,0,8,3,9,2,0,8,4,8,0
2297,4,3,8,9,8,0,7,1,8,2
2298,1,8,7,9,1,1,7,4,9,2
2299,2,7,9,9,4,1,9,4,9,1
2300,2,5,3,9,8,1,3,8,9,8
2301,1,3,3,9,9,1,9,5,9,2
2302,0,5,9,9,6,1,3,3,8,2
2303,3,6,8,9,1,0,7,5,8,2
2304,1,6,3,8,0,0,4,1,9,9
2305,1,6,8,9,3,0,8,2,8,0
2306,4,3,8,9,1,1,2,1,9,3
2307,2,9,8,9,3,0,3,4,9,4
2308,2,2,8,9,5,0,5,2,9,3
2309,4,6,3,9,7,1,7,4,9,2
2310,3,1,8,9,2,1,7,4,8,9
2311,2,8,3,9,6,1,6,5,9,4
2312,1,8,9,8,1,1,3,3,9,6
2313,0,7,1,9,5,1,9,2,8,9
2314,3,3,6,9,3,1,2,4,9,2
2315,3,5,1,8,2,1,6,5,9,0
2316,4,2,9,9,2,0,6,3,9,6
2317,0,2,8,9,4,1,2,4,9,5
2318,4,4,8,8,6,0,6,3,9,2
2319,3,4,2,9,7,0,8,1,9,2
2320,0,8,8,9,1,0,6,4,9,8
2321,2,4,5,9,4,1,8,2,9,9
2322,4,1,7,8,8,0,4,3,9,2
2323,3,4,9,8,0,0,3,3,9,4
2324,0,7,9,9,7,0,7,5,9,1
2325,4,8,9,9,0,0,3,3,9,2
2326,0,9,8,9,6,0,6,4,9,1
2327,0,6,9,9,4,0,5,4,9,4
2328,0,9,6,9,6,0,8,2,9,1
2329,3,2,9,9,4,0,2,3,9,9
2330,2,7,9,9,1,0,3,2,9,6
2331,2,2,6,8,8,0,8,8,9,0
2332,1,3,8,9,2,0,9,2,8,7
2333,0,1,8,9,7,1,4,3,9,0
2334,0,3,8,9,2,0,8,8,9,1
2335,4,7,9,9,1,0,4,8,9,4
2336,4,6,9,9,4,0,8,4,9,3
2337,0,3,8,9,9,0,3,4,9,2
2338,3,7,2,9,3,0,5,4,9,0
2339,2,8,8,9,3,0,8,4,8,2
2340,2,6,8,9,5,1,3,2,9,3
2341,4,8,2,9,1,1,3,4,9,7
2342,1,2,3,9,6,1,5,2,9,2
2343,3,8,8,9,7,1,6,2,9,1
2344,2,4,2,9,1,1,3,4,8,9
2345,0,9,8,9,4,0,4,1,9,2
2346,3,8,8,9,5,1,7,4,9,7
2347,0,4,2,9,4,0,7,5,9,4
2348,4,7,9,8,8,1,7,4,8,6
2349,2,9,8,9,0,0,4,8,9,4
2350,3,5,8,9,5,1,6,4,8,2
2351,4,4,8,9,1,1,5,4,9,0
2352,2,2,5,9,5,1,8,4,9,4
2353,2,2,3,9,4,1,9,4,9,2
2354,3,7,6,9,6,0,8,4,9,7
2355,2,6,8,9,9,0,8,1,8,9
2356,0,4,6,9,7,0,3,8,9,2
2357,4,1,9,9,6,1,3,8,9,2
2358,0,8,9,8,5,1,8,3,9,0
2359,1,2,8,9,5,1,6,4,9,6
2360,1,5,6,9,8,0,7,2,9,2
2361,3,7,8,8,5,1,5,8,8,7
2362,2,6,8,8,6,1,4,4,9,3
2363,2,4,8,9,4,1,7,8,9,9
2364,3,5,3,8,4,0,9,4,9,2
2365,2,8,8,9,6,1,8,2,9,2
2366,0,2,7,9,6,0,5,1,9,2
2367,3,3,1,9,5,1,5,4,9,9
2368,0,5,5,9,6,1,6,5,8,5
2369,2,8,3,9,1,1,9,8,9,7
2370,4,9,9,9,2,0,2,1,9,2
2371,1,6,9,9,2,1,9,4,9,1
2372,4,7,8,8,8,0,7,1,9,6
2373,0,6,2,9,0,1,4,8,9,2
2374,0,9,9,9,4,0,8,3,9,6
2375,2,2,8,9,2,1,9,5,9,5
2376,1,9,8,9,0,0,4,2,9,3
2377,3,8,9,9,7,0,9,4,8,3
2378,0,1,7,8,5,0,4,4,9,6
2379,4,1,1,9,4,0,9,1,9,4
2380,1,4,2,9,1,1,4,4,8,4
2381,1,9,6,9,9,0,8,8,9,1
2382,4,1,8,9,2,1,5,8,8,3
2383,4,2,9,8,6,0,8,1,9,8
2384,2,6,5,9,8,0,4,1,9,4
2385,1,9,9,8,1,0,9,4,9,4
2386,3,7,7,9,2,1,3,3,9,2
2387,3,6,1,9,8,0,5,4,9,2
2388,4,1,5,9,1,1,7,1,8,6
2389,0,5,5,9,6,0,3,4,9,1
2390,2,7,3,9,7,0,3,4,9,0
2391,2,4,3,9,4,1,7,4,8,2
2392,1,6,8,9,6,1,4,4,8,4
2393,1,6,8,9,7,0,2,3,9,5
2394,0,4,3,8,6,1,5,8,9,7
2395,2,3,8,9,9,0,3,4,9,5
2396,0,3,7,9,4,1,7,4,8,4
2397,2,5,9,9,1,0,9,3,9,7
2398,2,2,9,9,7,1,4,1,9,6
2399,3,8,8,9,6,0,5,2,9,3
2400,3,7,1,9,6,1,7,4,9,0
2401,2,5,9,9,4,0,2,4,9,8
2402,0,9,6,9,6,0,8,4,9,1
2403,2,1,7,9,1,0,8,8,9,9
2404,1,6,9,9,7,1,9,4,9,2
2405,2,2,7,9,4,1,8,1,9,2
2406,1,4,8,9,4,1,7,3,9,8
2407,3,1,1,9,9,1,4,4,9,7
2408,4,1,8,9,2,0,9,4,9,9
2409,2,2,3,9,1,0,3,4,8,1
2410,2,3,9,8,9,1,7,4,9,1
2411,0,8,8,9,6,1,2,2,9,2
2412,1,4,5,9,2,0,7,3,9,2
2413,4,7,8,8,0,0,3,8,9,9
2414,4,7,9,9,0,0,6,4,8,3
2415,3,3,9,9,7,0,9,3,9,9
2416,2,9,2,9,4,0,2,2,9,3
2417,2,1,7,9,5,1,5,4,9,5
2418,0,9,8,9,8,0,2,5,9,1
2419,3,3,5,9,4,1,9,8,9,2
2420,4,7,3,9,9,1,5,5,9,1
2421,3,7,8,8,8,1,6,3,9,8
2422,1,6,2,9,6,0,3,1,9,2
2423,0,6,8,9,6,0,3,8,9,4
2424,1,7,8,9,4,0,5,5,9,9
2425,0,6,8,9,9,0,8,3,9,7
2426,0,6,5,9,4,1,3,3,9,2
2427,2,8,8,8,1,0,2,4,9,5
2428,1,2,8,9,2,1,2,4,9,1
2429,2,6,5,9,5,0,6,3,8,9
2430,4,2,6,8,8,1,2,4,9,1
2431,1,3,9,8,5,0,2,4,9,7
2432,2,7,8,9,6,1,7,5,9,6
2433,3,1,9,9,9,0,7,5,9,2
2434,1,2,5,9,1,0,4,1,9,5
2435,2,6,8,9,1,1,5,5,9,2
2436,4,4,8,9,7,1,7,1,9,2
2437,3,5,7,9,2,0,6,4,9,4
2438,4,4,7,9,8,1,5,4,9,5
2439,1,4,6,9,7,1,9,1,9,2
2440,3,6,8,9,3,0,2,5,9,4
2441,3,8,8,8,2,1,9,4,9,0
2442,4,8,9,8,0,1,5,4,9,9
2443,4,9,9,9,5,1,7,4,9,9
2444,3,7,2,9,0,0,9,1,9,0
2445,2,2,3,9,2,1,4,4,9,2
2446,0,4,6,9,3,0,3,2,9,8
2447,1,5,8,9,9,0,3,5,9,1
2448,3,8,8,9,7,1,8,1,8,9
2449,4,3,9,9,1,0,7,8,9,0
2450,2,1,8,9,3,0,9,4,9,9
2451,1,5,9,9,4,0,3,4,9,4
2452,2,8,8,9,7,0,8,2,9,8
2453,0,9,2,9,1,0,9,8,9,2
2454,0,5,8,9,6,1,2,3,9,6
2455,0,7,5,9,2,1,3,2,9,7
2456,3,1,9,9,7,1,5,3,9,0
2457,3,4,8,9,7,0,6,4,9,5
2458,2,8,8,9,7,0,7,3,9,5
2459,4,9,1,9,6,0,9,4,8,0
2460,0,3,8,8,4,0,5,5,9,0
2461,0,2,8,9,6,1,5,4,9,2
2462,1,2,2,9,2,1,6,4,8,5
2463,1,1,6,9,6,1,3,4,9,2
2464,1,7,8,9,1,0,9,5,8,7
2465,4,6,8,9,8,0,4,2,9,1
2466,3,4,3,9,7,0,3,4,8,5
2467,0,2,9,9,1,0,7,4,9,6
2468,1,1,8,9,3,0,3,2,9,2
2469,3,1,8,9,6,0,8,4,9,8
2470,2,7,9,8,3,0,6,3,9,2
2471,4,4,8,8,8,1,9,8,8,2
2472,3,6,6,8,4,1,8,4,9,9
2473,0,7,3,9,3,1,3,4,8,4
2474,1,5,7,9,9,0,5,4,9,3
2475,3,9,6,8,7,0,5,2,9,2
2476,2,1,1,9,4,1,5,4,9,1
2477,0,1,9,8,1,1,9,4,9,2
2478,0,7,1,9,8,0,6,5,8,2
2479,4,5,2,9,5,1,6,4,9,9
2480,2,6,5,9,8,0,3,4,9,5
2481,3,3,6,9,6,0,7,3,9,1
2482,2,3,8,9,8,0,8,2,9,7
2483,0,4,8,9,8,1,5,8,9,9
2484,3,9,6,9,7,1,9,4,9,2
2485,2,2,8,9,6,1,6,4,9,2
2486,1,8,9,9,7,1,2,8,9,8
2487,1,1,9,9,5,0,6,4,8,1
2488,4,6,8,8,6,1,3,4,9,2
2489,0,6,5,8,7,0,9,3,8,9
2490,3,6,5,9,9,0,4,3,8,6
2491,1,5,6,9,4,0,4,4,9,7
2492,0,3,8,9,0,1,2,5,9,2
2493,4,3,3,9,5,0,3,3,9,1
2494,3,3,9,8,4,1,8,8,9,2
2495,1,2,6,9,5,0,9,2,8,0
2496,3,3,3,9,2,0,3,1,9,0
2497,0,6,8,9,2,0,7,3,9,3
2498,2,6,8,9,2,0,6,4,9,7
2499,2,9,9,9,6,1,3,4,9,8
2500,1,2,9,9,1,1,6,1,9,4
2501,4,7,6,9,7,1,4,3,8,2
2502,4,8,2,9,7,1,6,1,9,2
2503,3,4,3,9,8,0,5,5,9,4
2504,2,5,1,8,2,0,7,4,8,2
2505,1,3,8,9,6,1,2,1,8,2
2506,0,9,8,9,9,0,6,3,9,4
2507,1,1,7,8,7,0,6,8,8,9
2508,3,6,2,8,8,0,2,4,8,2
2509,4,4,7,9,3,1,4,4,9,9
2510,0,8,8,9,7,0,9,2,9,5
2511,0,1,9,9,7,0,6,8,9,3
2512,0,2,8,9,9,1,6,8,9,1
2513,0,6,9,8,9,1,7,4,9,6
2514,3,9,9,8,7,1,5,2,9,2
2515,4,6,8,9,7,0,8,4,8,3
2516,3,6,1,9,7,0,5,4,8,3
2517,0,9,1,9,3,0,8,1,9,3
2518,1,9,1,9,6,1,9,4,8,2
2519,4,4,8,8,5,1,3,4,9,6
2520,2,5,8,9,4,0,3,8,9,4
2521,1,9,8,8,8,1,8,4,9,7
2522,1,6,1,9,3,0,9,4,9,1
2523,0,2,8,9,8,1,2,5,9,2
2524,4,3,2,9,8,1,3,8,8,9
2525,0,5,8,9,5,1,7,4,9,7
2526,3,8,9,9,6,1,3,8,9,4
2527,0,9,2,9,1,0,8,4,9,5
2528,2,7,1,9,6,0,4,4,8,8
2529,4,3,8,9,8,1,4,2,9,3
2530,1,5,3,9,9,1,7,5,9,8
2531,1,3,8,9,5,0,5,2,9,7
2532,2,3,9,9,6,1,9,4,9,5
2533,0,7,6,8,2,1,5,4,9,9
2534,3,6,3,9,3,0,6,5,9,5
2535,1,8,9,9,3,0,6,4,9,0
2536,1,7,9,8,8,0,4,8,8,7
2537,3,4,1,8,6,0,6,2,9,8
2538,0,1,7,9,9,1,2,4,8,1
2539,1,5,2,9,3,0,2,2,9,6
2540,4,1,2,9,9,1,2,2,9,2
2541,4,3,3,9,7,0,3,1,8,2
2542,3,7,8,9,0,1,2,4,9,4
2543,3,6,6,9,8,0,5,5,9,8
2544,3,2,9,9,0,0,3,2,9,8
2545,2,9,8,8,7,1,6,5,9,2
2546,3,2,7,8,2,1,7,1,9,7
2547,1,7,2,9,9,0,9,4,8,3
2548,3,3,2,9,4,0,4,4,9,2
2549,3,5,7,8,2,1,4,1,9,2
2550,0,4,5,9,9,0,3,3,9,0
2551,1,3,8,8,2,1,5,1,9,9
2552,2,3,8,9,7,0,7,4,8,8
2553,0,9,8,9,2,0,7,4,9,2
2554,3,2,8,9,2,1,2,8,9,2
2555,2,7,9,9,7,0,4,8,9,9
2556,0,2,1,9,6,1,7,4,9,2
2557,3,3,8,9,3,1,2,3,9,0
2558,2,8,8,9,7,0,7,1,9,2
2559,4,4,8,8,8,0,3,4,9,2
2560,4,6,7,9,1,1,7,2,9,1
2561,1,9,9,8,9,0,3,3,9,6
2562,0,2,8,9,5,1,3,4,9,2
2563,3,4,1,9,2,1,2,1,9,2
2564,2,7,5,8,1,0,7,1,9,7
2565,4,6,7,9,3,0,3,3,9,2
2566,0,2,5,9,8,0,7,4,9,8
2567,4,5,1,9,6,0,8,4,9,9
2568,1,5,9,9,1,1,6,4,9,5
2569,0,4,9,9,7,0,7,3,9,2
2570,1,7,8,9,8,1,6,2,9,2
2571,4,5,9,9,9,0,3,4,9,2
2572,0,6,8,9,2,1,3,4,9,0
2573,2,5,1,9,0,1,6,4,9,8
2574,3,6,9,8,1,1,4,4,9,5
2575,2,5,8,8,7,1,6,2,9,5
2576,1,5,1,9,3,0,7,4,8,8
2577,2,8,2,9,1,1,8,2,9,1
2578,2,1,8,9,8,0,2,4,9,2
2579,0,9,9,8,1,1,9,1,9,7
2580,2,4,6,9,7,1,6,8,8,7
2581,3,6,3,8,9,1,6,2,9,4
2582,4,2,8,9,1,0,6,4,9,6
2583,0,8,9,9,1,1,9,8,8,4
2584,0,5,2,9,9,0,6,2,9,4
2585,4,3,9,9,7,0,8,3,9,2
2586,0,7,8,8,5,1,9,4,9,3
2587,1,6,2,9,9,1,6,4,9,3
2588,3,9,8,9,6,0,4,1,9,6
2589,2,2,8,9,6,1,2,4,9,0
2590,1,1,3,9,5,1,9,8,8,4
2591,3,3,1,9,1,0,8,8,8,1
2592,4,8,8,9,1,1,4,4,9,8
2593,2,8,8,8,2,0,7,1,9,2
2594,2,6,3,9,6,0,6,1,8,8
2595,1,4,8,8,4,0,4,4,9,2
2596,4,4,8,9,5,1,2,5,9,8
2597,2,3,1,9,9,1,3,3,9,9
2598,0,1,1,9,2,0,6,8,9,7
2599,4,6,8,8,9,1,2,2,9,2
2600,0,7,8,9,4,1,4,5,9,7
2601,0,3,9,9,1,1,3,3,8,2
2602,3,5,8,9,9,1,2,4,9,5
2603,4,1,2,9,8,1,7,1,9,4
2604,4,5,1,8,5,1,3,4,9,7
2605,0,1,8,9,2,1,6,3,8,2
2606,2,6,3,9,1,1,4,3,9,2
2607,1,4,2,9,8,0,8,3,9,0
2608,3,8,8,9,6,0,9,4,9,3
2609,2,1,8,9,8,1,5,5,9,2
2610,2,7,8,9,4,0,8,4,9,2
2611,1,2,8,9,2,1,6,5,9,7
2612,4,9,9,9,1,0,6,4,9,1
2613,4,2,3,9,7,1,6,3,9,8
2614,4,8,8,9,1,0,9,5,9,9
2615,4,7,8,9,5,1,8,8,9,3
2616,3,4,9,8,5,0,7,3,8,2
2617,0,5,6,9,9,0,8,4,8,9
2618,4,3,9,8,6,0,3,5,8,1
2619,3,3,1,9,9,0,6,3,9,5
2620,4,2,8,8,1,0,3,3,9,6
2621,0,4,9,8,7,0,9,2,9,3
2622,0,4,8,9,5,1,3,1,9,0
2623,2,6,2,9,5,0,2,3,9,1
2624,3,7,8,9,6,0,6,4,8,7
2625,3,6,6,9,8,0,6,8,9,8
2626,2,6,7,9,6,1,6,8,9,8
2627,4,5,9,9,6,0,3,8,9,3
2628,3,7,8,9,5,1,6,8,9,7
2629,4,9,3,8,8,1,6,3,9,1
2630,0,6,8,9,9,1,2,4,9,0
2631,4,8,1,8,4,1,4,4,9,2
2632,4,7,9,9,4,1,3,4,9,2
2633,2,4,8,9,7,0,3,4,9,9
2634,1,7,8,9,9,0,6,5,9,6
2635,2,4,7,9,6,0,7,4,9,2
2636,1,3,6,9,7,0,4,4,9,5
2637,0,6,9,8,7,1,4,1,9,2
2638,2,6,3,9,5,1,6,4,9,8
2639,0,6,3,9,6,0,3,8,9,2
2640,2,8,7,9,8,1,4,2,9,5
2641,0,2,9,9,1,0,2,4,9,4
2642,3,8,2,9,3,0,7,4,8,2
2643,4,6,9,9,7,0,9,2,8,4
2644,4,9,1,8,5,0,6,4,9,7
2645,2,6,2,9,2,0,8,2,9,2
2646,0,5,5,9,5,0,4,4,9,9
2647,1,3,8,9,6,1,2,4,9,4
2648,4,7,2,9,8,1,6,2,9,7
2649,2,6,3,9,6,1,3,4,9,2
2650,4,1,5,9,9,0,4,2,9,2
2651,4,3,6,9,7,1,7,4,9,1
2652,4,9,9,9,3,0,7,4,8,2
2653,1,1,9,8,9,1,3,1,9,4
2654,4,8,1,9,7,1,9,4,8,7
2655,3,7,8,9,8,1,8,4,9,3
2656,4,5,8,9,7,0,3,4,9,1
2657,3,1,6,9,0,0,3,3,9,2
2658,2,6,6,9,6,0,6,2,9,3
2659,1,9,8,9,3,0,4,1,9,6
2660,0,9,8,9,0,0,2,4,9,2
2661,1,5,8,9,9,1,8,4,9,8
2662,4,8,6,9,3,1,6,4,8,8
2663,4,9,9,9,2,1,9,3,9,7
2664,3,3,9,9,9,1,5,4,9,2
2665,2,5,7,9,4,0,4,3,9,9
2666,1,4,2,9,4,0,8,3,8,9
2667,2,7,9,9,1,1,7,4,9,4
2668,1,5,9,9,5,1,8,4,9,8
2669,0,9,8,9,7,1,2,8,9,9
2670,4,2,8,9,4,0,4,2,9,9
2671,3,3,9,9,5,1,8,4,9,1
2672,2,7,8,9,7,1,5,4,8,8
2673,2,4,9,9,1,1,3,4,9,1
2674,4,1,8,8,4,1,5,2,8,5
2675,3,6,9,9,3,1,5,4,9,2
2676,2,9,9,9,9,0,3,3,9,3
2677,0,8,1,8,8,1,4,4,9,2
2678,4,9,8,9,1,1,6,4,9,0
2679,0,6,3,9,4,0,2,3,9,9
2680,4,8,8,9,1,0,3,4,8,7
2681,2,6,8,9,7,0,8,1,8,6
2682,1,4,8,9,4,1,9,3,9,2
2683,4,9,3,9,4,0,3,4,8,4
2684,2,2,9,8,4,1,4,4,8,7
2685,3,9,6,9,1,0,6,4,9,3
2686,0,1,7,9,4,0,8,8,9,3
2687,1,7,8,9,2,0,8,3,9,2
2688,3,9,9,8,5,0,5,8,8,6
2689,4,8,3,9,3,0,5,2,9,2
2690,1,6,7,8,9,1,6,4,9,3
2691,2,7,8,9,2,0,7,8,9,2
2692,4,6,9,9,3,1,6,2,9,0
2693,3,1,8,8,4,1,6,4,9,9
2694,3,1,9,8,3,0,7,3,9,2
2695,3,1,7,8,9,1,2,5,9,5
2696,1,5,1,9,6,1,9,4,9,2
2697,4,1,8,9,7,0,5,8,8,3
2698,4,7,8,8,7,1,9,4,9,4
2699,3,8,8,9,1,0,3,5,9,6
2700,0,5,8,9,7,0,9,1,9,6
2701,0,2,3,9,6,0,7,4,9,7
2702,3,5,7,9,9,0,7,8,8,8
2703,4,5,9,9,2,0,6,2,9,1
2704,0,9,2,9,0,1,4,4,9,8
2705,2,1,8,9,7,1,5,2,9,4
2706,3,7,3,8,9,0,6,4,8,5
2707,1,4,1,9,1,0,6,4,9,3
2708,3,1,8,9,5,0,5,4,9,9
2709,0,5,8,9,6,1,4,8,9,2
2710,3,4,9,9,4,1,5,4,8,1
2711,2,2,8,9,2,0,3,4,9,5
2712,3,8,7,9,2,1,5,2,8,5
2713,0,9,8,9,7,1,9,4,9,1
2714,3,5,9,9,6,0,4,4,9,1
2715,0,2,8,9,9,0,2,4,9,2
2716,3,4,1,9,6,1,6,1,8,1
2717,2,7,8,9,9,0,4,8,9,0
2718,2,8,8,9,9,0,9,3,8,6
2719,2,5,8,9,6,1,7,4,9,6
2720,2,8,9,9,6,1,5,5,9,3
2721,1,7,3,9,3,0,6,4,9,6
2722,3,3,9,9,1,0,8,5,9,3
2723,3,8,8,9,4,0,7,4,9,6
2724,0,7,7,9,8,1,5,1,9,2
2725,0,7,9,9,2,0,8,1,9,0
2726,0,3,8,9,8,1,2,2,9,7
2727,4,6,3,9,5,0,8,2,9,7
2728,3,8,8,9,9,1,7,8,8,4
2729,2,7,9,8,8,0,7,4,9,0
2730,3,2,8,9,9,0,7,4,9,4
2731,3,2,2,9,0,1,5,5,9,8
2732,4,3,8,9,1,0,5,4,9,3
2733,0,3,9,9,2,1,2,5,9,3
2734,3,8,8,9,6,1,2,1,8,0
2735,3,2,7,9,7,1,6,1,9,7
2736,1,3,9,9,9,0,4,4,9,2
2737,1,9,5,9,3,1,2,4,9,9
2738,1,4,8,8,4,1,9,5,8,5
2739,0,7,6,9,5,1,6,1,9,2
2740,2,7,9,9,1,0,7,2,8,8
2741,2,9,2,9,0,0,9,4,8,2
2742,1,6,3,9,3,0,5,4,9,0
2743,2,4,8,9,8,1,7,2,9,4
2744,1,4,9,9,8,1,8,4,9,8
2745,3,6,7,8,9,0,6,1,9,2
2746,4,2,8,9,7,1,9,8,9,9
2747,3,4,7,9,6,0,6,8,8,2
2748,2,8,8,9,9,0,3,3,8,8
2749,2,7,5,8,9,0,5,4,9,5
2750,3,4,8,9,2,1,4,8,9,2
2751,4,7,8,9,5,1,9,3,9,9
2752,4,5,9,9,2,0,4,3,9,3
2753,3,2,6,9,9,0,8,5,9,5
2754,3,9,1,9,7,0,9,2,9,3
2755,3,1,6,9,8,0,2,8,9,9
2756,0,2,8,9,2,0,5,2,9,6
2757,4,7,3,9,2,0,7,2,9,1
2758,1,5,9,9,8,0,7,2,8,8
2759,1,3,3,9,1,1,7,3,9,9
2760,0,5,8,9,7,1,3,4,9,8
2761,3,3,8,9,5,0,9,5,9,9
2762,3,2,8,9,0,0,3,5,9,4
2763,2,7,2,9,8,0,6,4,9,6
2764,1,2,9,9,4,0,6,4,9,6
2765,2,1,7,9,2,0,5,5,8,5
2766,1,6,5,9,9,1,6,5,9,9
2767,2,3,3,9,6,1,9,4,9,2
2768,3,1,2,9,5,1,8,4,9,9
2769,1,9,9,9,9,0,9,1,9,5
2770,1,4,6,9,5,0,2,5,9,5
2771,2,9,8,9,8,1,3,2,9,2
2772,0,3,9,9,5,0,9,4,9,2
2773,0,2,8,9,6,0,4,4,9,4
2774,0,4,2,9,1,0,2,4,9,4
2775,1,3,2,9,1,0,2,4,9,2
2776,4,3,7,9,4,1,9,8,9,3
2777,2,5,8,9,7,1,8,5,9,5
2778,0,8,9,8,3,1,9,1,9,9
2779,2,5,6,9,6,1,8,5,9,9
2780,0,9,8,9,5,0,9,4,9,2
2781,3,6,5,8,4,1,3,2,9,2
2782,2,9,8,9,4,0,5,2,9,3
2783,4,7,3,9,4,1,3,4,8,8
2784,0,8,5,9,7,0,7,5,8,4
2785,4,5,7,9,9,1,5,4,9,9
2786,4,4,8,8,6,0,6,5,9,6
2787,3,6,8,9,9,1,4,4,8,7
2788,4,7,8,9,5,0,8,4,9,3
2789,4,1,9,9,9,1,4,8,9,1
2790,2,2,8,8,7,1,4,5,9,3
2791,1,8,8,9,7,1,7,4,9,7
2792,1,2,9,9,7,0,8,2,8,2
2793,0,7,5,9,6,0,6,3,9,4
2794,4,3,1,9,5,1,8,3,9,1
2795,1,1,9,9,2,0,9,4,8,2
2796,3,6,9,9,4,1,3,4,9,2
2797,2,9,8,9,6,1,8,5,9,1
2798,3,9,9,9,1,0,3,1,9,4
2799,2,2,8,9,1,1,2,1,8,2
2800,4,5,6,9,9,0,6,4,8,9
2801,0,9,9,9,7,0,4,1,8,7
2802,2,3,8,9,3,0,7,3,9,3
2803,4,9,9,9,6,1,2,5,9,9
2804,3,8,9,9,5,1,4,8,9,5
2805,3,6,2,9,4,1,3,8,9,2
2806,0,7,9,9,2,1,4,4,9,3
2807,3,5,1,9,4,1,9,4,8,5
2808,2,6,5,9,8,1,7,8,9,3
2809,4,6,8,9,3,1,9,4,9,6
2810,1,2,8,9,9,1,2,4,9,1
2811,0,3,8,8,3,0,8,2,9,2
2812,2,9,9,9,4,0,2,4,9,5
2813,4,5,9,9,4,0,6,4,9,9
2814,1,6,9,9,2,1,4,5,9,6
2815,0,3,6,9,9,0,9,4,9,0
2816,4,7,8,8,8,0,7,5,9,2
2817,0,3,8,9,9,0,2,4,9,7
2818,1,4,3,8,1,1,6,4,8,1
2819,4,3,9,9,6,0,6,1,9,7
2820,2,3,8,9,2,1,4,8,9,2
2821,1,4,9,9,3,1,4,4,9,6
2822,1,2,1,9,9,1,9,4,9,2
2823,4,5,7,9,6,1,3,2,9,6
2824,0,6,8,9,4,1,8,4,9,8
2825,0,8,7,9,3,1,4,4,9,3
2826,1,9,8,9,5,1,5,4,8,6
2827,0,2,7,8,7,0,9,5,9,7
2828,2,8,8,9,1,0,6,4,9,5
2829,3,1,9,9,0,1,6,4,9,2
2830,0,1,5,9,3,0,4,4,9,1
2831,0,1,7,9,3,0,9,4,9,0
